multiplicador_baja,multiplicador_neutral,multiplicador_sube,accuracy,balanced_accuracy,f1_macro,predicciones_baja,predicciones_neutral,predicciones_sube,porcentaje_predicho_baja,porcentaje_predicho_neutral,porcentaje_predicho_sube
2.25,1.0,1.5,0.3334722222222222,0.36268581959706503,0.25443877697592543,462419,43143,20038,87.97926179604262,8.208333333333332,3.812404870624049
2.0,1.0,2.25,0.35375380517503807,0.3637532823710254,0.25407907266935087,13077,44468,468055,2.4880136986301373,8.460426179604262,89.0515601217656
3.0,1.0,3.0,0.31787671232876713,0.34342132513218676,0.25356635942351413,176367,1085,348148,33.55536529680365,0.20643074581430748,66.23820395738204
2.75,1.0,2.25,0.3134779299847793,0.3484185887488398,0.248661544482251,437048,6980,81572,83.15220700152207,1.3280060882800608,15.519786910197869
1.75,1.0,2.25,0.3547374429223744,0.36419392233351294,0.24095953515600818,915,44766,479919,0.1740867579908676,8.517123287671232,91.3087899543379
1.5,1.0,2.25,0.35484589041095893,0.3642620536057232,0.23995443442167597,113,44803,480684,0.021499238964992392,8.524162861491629,91.45433789954338
3.0,1.0,2.5,0.3071974885844749,0.3430353182744444,0.23991165039585746,431279,1192,93129,82.05460426179604,0.2267884322678843,17.718607305936075
1.0,1.0,2.25,0.3548839421613394,0.36429703403054,0.23989247838269434,10,44815,480775,0.0019025875190258753,8.526445966514459,91.47165144596651
1.25,1.0,2.25,0.3548687214611872,0.3642822512807476,0.23988688773489156,26,44811,480763,0.004946727549467275,8.525684931506849,91.46936834094367
0.75,1.0,2.25,0.3548820395738204,0.364294033651593,0.23987752646918492,1,44817,480782,0.0001902587519025875,8.526826484018263,91.47298325722983
0.5,1.0,2.25,0.3548820395738204,0.364294033651593,0.2398772752514371,0,44817,480783,0.0,8.526826484018263,91.47317351598173
2.25,1.0,1.25,0.3322127092846271,0.3621284594112149,0.23590792998031873,476838,43143,5619,90.72260273972603,8.208333333333332,1.0690639269406392
2.5,1.0,1.75,0.31904680365296806,0.3528212283404876,0.23274941708262953,476566,21253,27781,90.67085235920852,4.043569254185693,5.285578386605784
2.25,1.0,2.5,0.33776826484018263,0.3521907570582252,0.22977010797606923,20105,22731,482764,3.825152207001522,4.324771689497717,91.85007610350077
2.25,1.0,1.0,0.3320376712328767,0.3622204311164369,0.22907126595747465,481580,43143,877,91.62480974124809,8.208333333333332,0.16685692541856925
2.25,1.0,0.75,0.3321651445966514,0.36241497893301505,0.2279333824901403,482438,43143,19,91.78805175038052,8.208333333333332,0.003614916286149163
