multiplicador_baja,multiplicador_neutral,multiplicador_sube,accuracy,balanced_accuracy,f1_macro,predicciones_baja,predicciones_neutral,predicciones_sube,porcentaje_predicho_baja,porcentaje_predicho_neutral,porcentaje_predicho_sube
1.05,1.0,1.25,0.5728063165905631,0.4040701182649948,0.36580683782720586,3533,396947,125120,0.6721841704718418,75.5226407914764,23.80517503805175
1.05,1.0,1.35,0.5643474124809741,0.40948543793500053,0.3657315703420652,1739,375912,147949,0.3308599695585997,71.52054794520548,28.14859208523592
1.05,1.0,1.45,0.5538945966514459,0.41449887058896256,0.36554063973855655,965,353331,171304,0.18359969558599695,67.22431506849314,32.592085235920855
1.0,1.0,1.4,0.559783105022831,0.41240835570341056,0.3653396558387198,844,364833,159923,0.16057838660578386,69.4126712328767,30.426750380517504
2.0,1.0,1.5,0.46822488584474886,0.4146330786088553,0.3652890680696182,259512,244898,21190,49.37442922374429,46.59398782343988,4.031582952815829
1.05,1.0,1.3,0.568382800608828,0.4063592780560897,0.3652389765936279,2438,386668,136494,0.4638508371385084,73.5669710806697,25.969178082191778
1.1,1.0,1.5,0.5474714611872146,0.4163174566938766,0.36521449866920525,1093,341383,183124,0.20795281582952815,64.95110350076104,34.840943683409435
1.0,1.0,1.45,0.5538527397260274,0.4143643933582799,0.3649432401457357,677,353373,171550,0.12880517503805175,67.23230593607306,32.63888888888889
1.05,1.0,1.5,0.5474543378995433,0.41623336683380013,0.3646535204584314,777,341416,183407,0.1478310502283105,64.95738203957382,34.894786910197865
1.0,1.0,1.35,0.564263698630137,0.4092335410221731,0.3644433117548164,1059,375984,148557,0.2014840182648402,71.53424657534246,28.264269406392696
1.0,1.0,1.5,0.5474733637747337,0.41620637795900944,0.3643243815916169,572,341451,183577,0.10882800608828005,64.96404109589041,34.92713089802131
1.0,1.0,1.1,0.5826388888888889,0.3958632448360635,0.36429142987240076,7272,424678,93650,1.3835616438356164,80.79870624048706,17.81773211567732
0.75,1.0,1.5,0.5475342465753424,0.4161988058227119,0.3637521106679687,155,341519,183926,0.029490106544901067,64.97697869101978,34.993531202435314
0.5,1.0,1.5,0.5475799086757991,0.4162307880512885,0.363646609909229,51,341539,184010,0.009703196347031965,64.98078386605783,35.009512937595126
1.0,1.0,1.3,0.5682800608828006,0.40603283983799443,0.363544216609795,1488,386767,137345,0.2831050228310502,73.58580669710807,26.131088280060883
1.0,1.0,1.15,0.5799143835616438,0.39851704559448553,0.36335958451517864,4612,416225,104763,0.8774733637747336,79.19044901065449,19.932077625570777
1.0,1.0,1.25,0.5726959665144596,0.4036298097643171,0.36334499143947746,2122,397096,126382,0.40372907153729076,75.55098934550989,24.045281582952814
1.0,1.0,1.2,0.5765011415525114,0.40104052683141617,0.3632034061206304,3101,407005,115494,0.589992389649924,77.43626331811264,21.973744292237445
1.5,1.0,1.75,0.5077454337899543,0.419638529999731,0.36311023972005035,6723,280475,238402,1.279109589041096,53.36282343987824,45.35806697108067
0.75,1.0,1.25,0.5725894216133942,0.40308962184365965,0.360090672674036,276,397324,128000,0.05251141552511415,75.59436834094369,24.3531202435312
0.5,1.0,1.25,0.5726293759512937,0.4030800996908373,0.35981581833873255,70,397370,128160,0.013318112633181126,75.60312024353121,24.383561643835616
1.5,1.0,0.75,0.5472716894977169,0.4118340328080861,0.35812853814723794,167063,358064,473,31.785197869101978,68.1248097412481,0.0899923896499239
1.5,1.0,0.5,0.5472602739726027,0.4118573789758951,0.35723980889003326,167523,358065,12,31.87271689497717,68.125,0.00228310502283105
2.25,1.0,1.75,0.4283295281582953,0.4119150337455105,0.35612083452625454,302218,193855,29527,57.4996194824962,36.882610350076106,5.617770167427702
