objetivo,variante,umbral,operaciones_minimas,retorno_minimo,retorno_mediano_minimo,factor_minimo,drawdown_peor,positivas_minimas,precision_operaciones_minima,pr_auc_minimo,pr_auc_lift_minimo,concentracion_mensual_maxima,aprobado
baja_cierre_4h,histgb_63_moderado,0.23,421,-0.0017074517146001,-0.001557527411729,0.615478701382709,-0.6556351882643252,41.94107452339688,0.1334488734835355,0.2352851491426881,1.3038575879510876,0.2773196239717676,False
baja_cierre_4h,histgb_101_moderado,0.26,494,-0.0017149164245949,-0.0013483707114355,0.6299059598090438,-0.6833373679928809,41.26984126984127,0.146031746031746,0.2341322535886603,1.3128936430353293,0.2751696797805977,False
baja_cierre_4h,histgb_101_moderado,0.13,168,-0.001716259623577,-0.0020247390600852,0.5641824503835269,-0.509978302477318,32.142857142857146,0.0964467005076142,0.2341322535886603,1.3128936430353293,0.1967007430677161,False
corto_tp070_sl035_240m,histgb_101_moderado,0.76,2,-0.001720863812603,-0.001720863812603,0.0,-0.0208582551855373,0.0,0.0,0.2686801098646919,1.1834678990494,0.7284523014720593,False
corto_tp070_sl035_240m,histgb_101_moderado,0.75,3,-0.0017211353319386,-0.0020128945577889,0.0,-0.0342939284054475,0.0,0.0,0.2686801098646919,1.1834678990494,0.5144417441407982,False
baja_cierre_4h,sgd_101_moderado,0.22,574,-0.00173138244857,-0.0016208506238181,0.6097902820812408,-0.7965042369083659,41.11498257839721,0.1423690205011389,0.2134340416009038,1.2949335330643534,0.2738609791612626,False
baja_cierre_4h,control_v4_63_moderado,0.21,228,-0.0017339554322083,-0.0014071908188052,0.399394572128099,-0.3900779617063834,30.26315789473684,0.0482456140350877,0.2281181756111706,1.2833197447562892,0.2859660970292002,False
corto_tp070_sl035_240m,sgd_101_moderado,0.86,0,-0.001736842128007,-0.0045000001080334,0.0,-0.0369477081442973,0.0,0.0,0.2406606673297599,1.1490856070573323,0.5000000032737398,False
baja_cierre_4h,histgb_63_moderado,0.29,622,-0.0017389225245816,-0.0018398491481784,0.6355611718062619,-0.6914990686478042,41.80064308681672,0.1777777777777777,0.2352851491426881,1.3038575879510876,0.2343047454158981,False
corto_tp070_sl035_240m,sgd_63_sin_pesos,0.46,6,-0.0017448437148317,-0.0045000001080334,0.0977151453694908,-0.0744113868528963,16.666666666666664,0.0,0.2349982432323634,1.1220491573392843,0.5701620657309653,False
baja_cierre_4h,histgb_101_moderado,0.42,553,-0.0017481237835318,-0.001352765477146,0.7100135128220408,-0.7763857605213647,45.77259475218659,0.244122965641953,0.2341322535886603,1.3128936430353293,0.2772690875669741,False
baja_cierre_4h,sgd_101_moderado,0.18,363,-0.0017571740863703,-0.0019495777776464,0.6380071611218894,-0.5798528463204564,38.56749311294766,0.0973451327433628,0.2134340416009038,1.2949335330643534,0.2760359759122588,False
corto_tp070_sl035_240m,sgd_63_sin_pesos,0.54,1,-0.0017590032251113,-0.0045000001080334,0.4462397387222677,-0.0281271691955238,29.411764705882355,0.0,0.2349982432323634,1.1220491573392843,1.0,False
baja_cierre_4h,control_v4_63_moderado,0.22,298,-0.0017645846770467,-0.0013346589510329,0.4126642160425253,-0.4660928523185939,31.879194630872483,0.0738255033557047,0.2281181756111706,1.2833197447562892,0.2342333728098238,False
baja_cierre_4h,histgb_63_moderado,0.45,470,-0.0017690734892364,-0.0013401771245989,0.7127232391794488,-0.7277578913959253,46.07843137254902,0.2276595744680851,0.2352851491426881,1.3038575879510876,0.2089499484400867,False
baja_cierre_4h,control_v4_63_moderado,0.15,23,-0.001771007251947,-0.0023850650866515,0.2565623601860364,-0.1120214690356534,28.846153846153843,0.0,0.2281181756111706,1.2833197447562892,0.6623990217898962,False
baja_cierre_4h,histgb_101_moderado,0.28,582,-0.0017742040624934,-0.0019129733371082,0.6392850271724992,-0.7009289972044894,41.41104294478527,0.147239263803681,0.2341322535886603,1.3128936430353293,0.223352522538801,False
baja_cierre_4h,histgb_101_moderado,0.38,623,-0.0017786041733839,-0.0017269294874276,0.7082321208321106,-0.7679442117556132,44.613259668508285,0.2279293739967897,0.2341322535886603,1.3128936430353293,0.2785320279289577,False
baja_cierre_4h,histgb_63_moderado,0.07,89,-0.0017813360119222,-0.001350046539097,0.4452130277603082,-0.2535001104795978,33.70786516853933,0.0449438202247191,0.2352851491426881,1.3038575879510876,0.2207711694850005,False
baja_cierre_4h,sgd_101_moderado,0.2,481,-0.0017821288694139,-0.0018268759702332,0.6300477553558407,-0.6756840647575095,39.91683991683992,0.1234096692111959,0.2134340416009038,1.2949335330643534,0.2056499583947985,False
baja_cierre_4h,histgb_63_moderado,0.22,388,-0.0017913682071398,-0.001668870343361,0.6049898136513994,-0.65315236438312,41.75257731958763,0.1342756183745583,0.2352851491426881,1.3038575879510876,0.3199272611629384,False
baja_cierre_4h,histgb_101_moderado,0.34,653,-0.0017930159357349,-0.0022090422678738,0.6780023866443239,-0.7485900071110357,40.629470672389125,0.1914241960183767,0.2341322535886603,1.3128936430353293,0.2681663124276886,False
corto_tp070_sl035_240m,histgb_101_moderado,0.67,41,-0.0017957401583375,-0.0045000001080334,0.3832476828129053,-0.0742857615221667,24.390243902439025,0.1707317073170731,0.2686801098646919,1.1834678990494,0.3659753035437817,False
baja_cierre_4h,sgd_101_moderado,0.19,423,-0.0017959725581244,-0.0019273355244658,0.6322097977290034,-0.6362036991186539,37.82505910165485,0.1143250688705234,0.2134340416009038,1.2949335330643534,0.2320755445222474,False
baja_cierre_4h,histgb_63_moderado,0.05,60,-0.0018058445720395,-0.0013314848581794,0.4147738011521547,-0.1816963059495493,35.0,0.0642201834862385,0.2352851491426881,1.3038575879510876,0.337873614803942,False
baja_cierre_4h,histgb_101_moderado,0.29,602,-0.001810119781755,-0.002040048780851,0.6395829714234474,-0.7176624957155793,40.53156146179402,0.1524663677130044,0.2341322535886603,1.3128936430353293,0.2685034150181896,False
corto_tp070_sl035_240m,sgd_63_sin_pesos,0.39,14,-0.0018139879321658,-0.0045000001080334,0.2290235352908178,-0.2114858443954447,21.428571428571427,0.0714285714285714,0.2349982432323634,1.1220491573392843,0.6497129505785929,False
baja_cierre_4h,histgb_101_moderado,0.25,452,-0.0018242587834513,-0.0017114510808605,0.5987112769791696,-0.6943599404333071,40.032679738562095,0.1339869281045751,0.2341322535886603,1.3128936430353293,0.3161329536498073,False
corto_tp070_sl035_240m,sgd_101_moderado,0.84,0,-0.0018257393880436,-0.0045000001080334,0.0,-0.033498761394309,0.0,0.0,0.2406606673297599,1.1490856070573323,0.5477233042336991,False
baja_cierre_4h,histgb_101_moderado,0.36,642,-0.0018352594334178,-0.0015620168522,0.6866370895996079,-0.7589890540430793,42.834890965732086,0.2180685358255451,0.2341322535886603,1.3128936430353293,0.2597188834810406,False
baja_cierre_4h,control_v4_63_moderado,0.95,32,-0.0018391116752237,-0.0016985394866205,0.6963482819807703,-0.1340711185113843,42.22222222222222,0.2444444444444444,0.2281181756111706,1.2833197447562892,0.3298533572269309,False
baja_cierre_4h,sgd_101_moderado,0.25,733,-0.0018411281101389,-0.0018300250046886,0.6245072172302976,-0.8201951009628401,40.92769440654843,0.1510248112189859,0.2134340416009038,1.2949335330643534,0.2967033000930811,False
baja_cierre_4h,histgb_101_moderado,0.44,509,-0.0018463090574785,-0.0016845521565992,0.71886483318874,-0.7642221991468642,44.40894568690096,0.24950884086444,0.2341322535886603,1.3128936430353293,0.2297475587903873,False
baja_cierre_4h,histgb_63_moderado,0.13,169,-0.0018478102528349,-0.0016954420823603,0.5087113158411567,-0.5026460598807718,36.68639053254438,0.0876712328767123,0.2352851491426881,1.3038575879510876,0.3210968229450505,False
baja_cierre_4h,sgd_101_moderado,0.27,807,-0.0018489523905313,-0.0017168762967921,0.6172908932940788,-0.8355756427602947,39.80789754535753,0.1558164354322305,0.2134340416009038,1.2949335330643534,0.2389263614912441,False
baja_cierre_4h,histgb_101_moderado,0.43,532,-0.0018493353346998,-0.0010706378632457,0.6980831827792715,-0.7352249621891376,46.15384615384615,0.244360902255639,0.2341322535886603,1.3128936430353293,0.2774557355403594,False
baja_cierre_4h,sgd_101_moderado,0.24,691,-0.0018521810118241,-0.0015246349028311,0.5999287220547972,-0.8304876172814294,41.67573449401523,0.1414581066376496,0.2134340416009038,1.2949335330643534,0.2573724600321013,False
baja_cierre_4h,histgb_101_moderado,0.07,86,-0.0018524128836301,-0.0012208681107731,0.4916703392692614,-0.3034970210394925,36.64596273291926,0.0697674418604651,0.2341322535886603,1.3128936430353293,0.2905255935299996,False
corto_tp070_sl035_240m,histgb_63_moderado,0.71,34,-0.0018618856817894,-0.0045000001080334,0.3034999898931438,-0.0659158836908861,23.52941176470588,0.1176470588235294,0.2546630584100841,1.177292561863839,0.4654614554416142,False
corto_tp070_sl035_240m,sgd_101_moderado,0.89,0,-0.0018750000270083,-0.0045000001080334,0.0,-0.0266980669938725,0.0,0.0,0.2406606673297599,1.1490856070573323,0.4000000038411881,False
baja_cierre_4h,histgb_101_moderado,0.37,631,-0.0018805139438237,-0.0015968670593574,0.6751036317110716,-0.7760532158390652,43.89857369255151,0.2060221870047543,0.2341322535886603,1.3128936430353293,0.2672185002045071,False
baja_cierre_4h,control_v4_63_moderado,0.29,749,-0.001895395719761,-0.0014142950347159,0.5774692385362951,-0.8079279244575497,39.83152827918171,0.1239470517448856,0.2281181756111706,1.2833197447562892,0.2725862265633577,False
baja_cierre_4h,histgb_63_moderado,0.34,657,-0.0018959519003449,-0.001847260642331,0.6454557620900767,-0.750178819184073,43.41534008683068,0.1796042617960426,0.2352851491426881,1.3038575879510876,0.2397357361527525,False
baja_cierre_4h,histgb_101_moderado,0.33,658,-0.0018964577072416,-0.0024404304092749,0.6667898147041462,-0.7547264959030258,39.3538913362702,0.1732522796352583,0.2341322535886603,1.3128936430353293,0.290922442300723,False
baja_cierre_4h,histgb_63_moderado,0.38,615,-0.0018972989823043,-0.0016666666595265,0.7127461316642875,-0.7883065965658484,42.896551724137936,0.2341463414634146,0.2352851491426881,1.3038575879510876,0.2574877549674984,False
baja_cierre_4h,histgb_63_moderado,0.32,653,-0.0018992847950705,-0.0016718226359225,0.6262182898412431,-0.7251044270955214,43.18529862174579,0.1638591117917305,0.2352851491426881,1.3038575879510876,0.2120410700255334,False
baja_cierre_4h,control_v4_63_moderado,0.28,721,-0.0019012899547047,-0.0017196046062745,0.606505980595117,-0.7739948110881625,40.581542351453855,0.1390644753476612,0.2281181756111706,1.2833197447562892,0.2658618201573868,False
baja_cierre_4h,sgd_101_moderado,0.26,779,-0.0019026690201551,-0.0022145979562774,0.6154952650344471,-0.842799616598174,38.767650834403085,0.15203426124197,0.2134340416009038,1.2949335330643534,0.233643228404078,False
baja_cierre_4h,control_v4_63_moderado,0.26,626,-0.0019062561484941,-0.0020775129194371,0.6401093013641214,-0.7149587646455453,40.2555910543131,0.0977443609022556,0.2281181756111706,1.2833197447562892,0.2444921662039284,False
baja_cierre_4h,histgb_101_moderado,0.08,97,-0.0019104369694627,-0.0012991104556713,0.4611219411361912,-0.3211095153521724,33.84615384615385,0.0721649484536082,0.2341322535886603,1.3128936430353293,0.1800781875470289,False
baja_cierre_4h,histgb_63_moderado,0.33,651,-0.001910884241672,-0.0018371249423362,0.631474823264877,-0.7269578754255751,41.944847605224965,0.1781874039938556,0.2352851491426881,1.3038575879510876,0.2191934612741193,False
baja_cierre_4h,histgb_63_moderado,0.25,489,-0.0019139836287253,-0.0014816880100406,0.6024360447725698,-0.7118634325408206,40.899795501022496,0.1395348837209302,0.2352851491426881,1.3038575879510876,0.2570235371484332,False
baja_cierre_4h,control_v4_63_moderado,0.31,798,-0.0019147830730573,-0.0020589306475594,0.6020682702321828,-0.8292819004931795,41.854636591478695,0.1621004566210045,0.2281181756111706,1.2833197447562892,0.2484375979470866,False
baja_cierre_4h,sgd_101_moderado,0.88,57,-0.0019183919263019,-0.001906235538423,0.673379344666621,-0.150273640557651,42.10526315789473,0.2631578947368421,0.2134340416009038,1.2949335330643534,0.3104646338584669,False
baja_cierre_4h,control_v4_63_moderado,0.17,46,-0.0019210289078737,-0.0014777355061378,0.18742622046424,-0.2208084910900521,26.08695652173913,0.0,0.2281181756111706,1.2833197447562892,0.2297701985367845,False
baja_cierre_4h,histgb_101_moderado,0.24,418,-0.0019213722779189,-0.001907289882889,0.5883368336465674,-0.7122243902899628,39.71291866028708,0.1334431630971993,0.2341322535886603,1.3128936430353293,0.3818302190658658,False
baja_cierre_4h,histgb_63_moderado,0.3,639,-0.0019281625044339,-0.0016221104122232,0.6161936792164644,-0.728150333101849,42.25352112676056,0.1877934272300469,0.2352851491426881,1.3038575879510876,0.2273771034268566,False
baja_cierre_4h,histgb_101_moderado,0.1,123,-0.0019289790585184,-0.0014270194622222,0.4832435558621077,-0.4144026921418572,36.76470588235294,0.056910569105691,0.2341322535886603,1.3128936430353293,0.1899249038210672,False
baja_cierre_4h,histgb_101_moderado,0.47,434,-0.0019328448836619,-0.0013469571529421,0.6976309807147845,-0.6962209050524794,45.703839122486286,0.2304147465437788,0.2341322535886603,1.3128936430353293,0.2425390214017838,False
baja_cierre_4h,histgb_101_moderado,0.59,126,-0.0019337357383105,0.0004204705366864,0.726388419637062,-0.376645732109276,51.5873015873016,0.2810457516339869,0.2341322535886603,1.3128936430353293,0.2095139959164788,False
baja_cierre_4h,sgd_101_moderado,0.21,518,-0.0019341402152889,-0.0017820258033461,0.6126753607501109,-0.7582208911857901,40.34749034749035,0.1235011990407673,0.2134340416009038,1.2949335330643534,0.2635464108506472,False
baja_cierre_4h,control_v4_63_moderado,0.27,673,-0.0019374629763987,-0.0017689434569329,0.6438441034912622,-0.7503083973539073,41.15898959881129,0.1263888888888888,0.2281181756111706,1.2833197447562892,0.2426847010965664,False
corto_tp070_sl035_240m,histgb_101_moderado,0.71,10,-0.0019460135363042,-0.0045000001080334,0.2909705270866033,-0.0377739633536767,30.0,0.1,0.2686801098646919,1.1834678990494,0.4434972754874976,False
baja_cierre_4h,histgb_63_moderado,0.31,647,-0.0019508490456073,-0.0019046598570421,0.612220789325099,-0.730858044891486,42.50386398763524,0.1715610510046367,0.2352851491426881,1.3038575879510876,0.2332793601887702,False
baja_cierre_4h,control_v4_63_moderado,0.62,326,-0.0019539347472401,-0.0012529563425923,0.6941244350962987,-0.4934826438735283,44.47852760736196,0.2668711656441718,0.2281181756111706,1.2833197447562892,0.2652730415268019,False
baja_cierre_4h,histgb_63_moderado,0.37,629,-0.0019581449224696,-0.0016356514059007,0.6901032967533771,-0.8026272445357615,42.69972451790633,0.205087440381558,0.2352851491426881,1.3038575879510876,0.2288541912506702,False
baja_cierre_4h,sgd_101_moderado,0.3,856,-0.0019597604462838,-0.0021696907458826,0.6226207471278126,-0.8455974399955146,41.23831775700935,0.1668496158068057,0.2134340416009038,1.2949335330643534,0.2842350470653804,False
corto_tp070_sl035_240m,control_v4_63_moderado,0.69,4,-0.0019598035124197,-0.0045000001080334,0.4193174917422608,-0.1190807104454991,25.0,0.2321428571428571,0.2534349875428584,1.1928374949472378,0.7695952902677369,False
baja_cierre_4h,sgd_63_sin_pesos,0.18,759,-0.0019607612108673,-0.0020041563073173,0.5914044059188759,-0.8307950328556828,40.25229357798165,0.1456422018348623,0.2210412569135555,1.2739325029706796,0.2392741632783885,False
baja_cierre_4h,histgb_101_moderado,0.35,652,-0.0019621591736727,-0.0018301983762066,0.6792626875346721,-0.7810926887533254,41.92634560906516,0.2039877300613496,0.2341322535886603,1.3128936430353293,0.2518005846334194,False
baja_cierre_4h,sgd_101_moderado,0.23,636,-0.0019623289865056,-0.0019062155731953,0.5947037119238109,-0.8197148699553957,40.51339285714285,0.1462053571428571,0.2134340416009038,1.2949335330643534,0.2416057356860707,False
baja_cierre_4h,control_v4_63_moderado,0.16,31,-0.0019627746616147,-0.0015920867552049,0.2128917106999281,-0.1561007179574316,29.03225806451613,0.032258064516129,0.2281181756111706,1.2833197447562892,0.3625951889815342,False
baja_cierre_4h,histgb_101_moderado,0.4,594,-0.0019654500421339,-0.001689374981448,0.6747977412166699,-0.7857730041690034,43.75,0.2474747474747475,0.2341322535886603,1.3128936430353293,0.2329851956164942,False
baja_cierre_4h,histgb_63_moderado,0.4,574,-0.0019680586379642,-0.0016431265501305,0.7115635639654776,-0.7949627091132042,44.72573839662447,0.2456445993031359,0.2352851491426881,1.3038575879510876,0.2557031414032173,False
baja_cierre_4h,histgb_101_moderado,0.48,415,-0.0019757492619833,-0.0013773486532736,0.6997648334050002,-0.6883215622969694,45.36489151873767,0.236144578313253,0.2341322535886603,1.3128936430353293,0.2693370902339074,False
baja_cierre_4h,sgd_101_moderado,0.28,828,-0.0019764002522804,-0.0017107247365638,0.602479558466772,-0.8526306669858751,40.96774193548387,0.1483870967741935,0.2134340416009038,1.2949335330643534,0.2559003632924335,False
baja_cierre_4h,control_v4_63_moderado,0.32,817,-0.0019765994678933,-0.0015469154566526,0.6128735474537799,-0.8343076348924254,40.253748558246826,0.1591695501730103,0.2281181756111706,1.2833197447562892,0.2813934156235168,False
baja_cierre_4h,histgb_101_moderado,0.3,617,-0.0019786972508119,-0.0025014249365776,0.6425542931736863,-0.7320372852755914,39.22204213938412,0.1669150521609538,0.2341322535886603,1.3128936430353293,0.2445214824376506,False
baja_cierre_4h,histgb_63_moderado,0.18,276,-0.0019793109734006,-0.001454846813227,0.553274001135668,-0.6532181461429921,41.21212121212121,0.1171717171717171,0.2352851491426881,1.3038575879510876,0.2253100696311028,False
baja_cierre_4h,histgb_63_moderado,0.41,551,-0.0019799062821863,-0.0015971358623355,0.7214441372800444,-0.7933754101992301,44.83734087694484,0.2377495462794918,0.2352851491426881,1.3038575879510876,0.2503074685917431,False
baja_cierre_4h,histgb_63_moderado,0.2,329,-0.0019807427924405,-0.0017653319044038,0.5630508635167798,-0.6689589215484785,39.81762917933131,0.1197718631178707,0.2352851491426881,1.3038575879510876,0.2141429836808255,False
baja_cierre_4h,histgb_63_moderado,0.06,70,-0.0019843042033026,-0.0015587263440247,0.4183134780905229,-0.2200228826265536,31.428571428571427,0.0571428571428571,0.2352851491426881,1.3038575879510876,0.2580462333203863,False
baja_cierre_4h,sgd_63_sin_pesos,0.21,736,-0.001996989240437,-0.0022912184465676,0.6270797532980009,-0.8362535604947913,41.98369565217392,0.1691772885283893,0.2210412569135555,1.2739325029706796,0.226443677540438,False
baja_cierre_4h,histgb_63_moderado,0.44,493,-0.0020003110037201,-0.0014098166828043,0.6826954212906314,-0.734385923210678,45.07042253521127,0.2251521298174442,0.2352851491426881,1.3038575879510876,0.2480010223998796,False
corto_tp070_sl035_240m,sgd_63_sin_pesos,0.51,2,-0.0020004482464864,-0.0045000001080334,0.1109119117951679,-0.0441898395001448,28.57142857142857,0.0,0.2349982432323634,1.1220491573392843,1.0,False
baja_cierre_4h,histgb_101_moderado,0.23,376,-0.0020095582364423,-0.0015531097122002,0.5686822913366616,-0.716985578787828,39.62765957446808,0.127906976744186,0.2341322535886603,1.3128936430353293,0.2838741738495585,False
corto_tp070_sl035_240m,histgb_63_moderado,0.7,36,-0.0020143911446599,-0.0045000001080334,0.2754542342431689,-0.0715889526879484,22.22222222222222,0.1111111111111111,0.2546630584100841,1.177292561863839,0.3198753807428177,False
corto_tp070_sl035_240m,control_v4_63_moderado,0.7,4,-0.0020181818496097,-0.0045000001080334,0.4126984176523259,-0.1082802992754237,23.63636363636364,0.2363636363636363,0.2534349875428584,1.1928374949472378,0.7695952902677369,False
baja_cierre_4h,histgb_63_moderado,0.48,389,-0.0020193888031621,-0.0013460279549472,0.694187481142149,-0.6646450478125516,46.601941747572816,0.2570694087403599,0.2352851491426881,1.3038575879510876,0.2313344833389941,False
baja_cierre_4h,sgd_101_moderado,0.29,842,-0.002024358905447,-0.0019229098504874,0.6022704318729172,-0.8561607340329686,41.33016627078385,0.1467391304347826,0.2134340416009038,1.2949335330643534,0.2781499086493477,False
baja_cierre_4h,control_v4_63_moderado,0.58,375,-0.0020259157364149,-0.0010799614717834,0.6826726463618954,-0.566431283647905,45.33333333333333,0.264,0.2281181756111706,1.2833197447562892,0.2345599790245855,False
baja_cierre_4h,histgb_63_moderado,0.21,365,-0.0020270652855024,-0.0016569153047166,0.5583753301664118,-0.6783866142832946,41.0958904109589,0.1215469613259668,0.2352851491426881,1.3038575879510876,0.3123941225961648,False
baja_cierre_4h,histgb_101_moderado,0.39,609,-0.0020293832440912,-0.0017461642671842,0.6946461910008677,-0.797073243660201,44.30555555555556,0.244663382594417,0.2341322535886603,1.3128936430353293,0.2226263032911382,False
baja_cierre_4h,histgb_101_moderado,0.32,665,-0.0020337936835583,-0.0025560935717076,0.6553369866883433,-0.7687478371556439,38.94736842105263,0.1619190404797601,0.2341322535886603,1.3128936430353293,0.2669864383435024,False
baja_cierre_4h,histgb_101_moderado,0.11,143,-0.0020339380004898,-0.001575328245759,0.4834768382484286,-0.4892603991663943,37.461300309597526,0.0699300699300699,0.2341322535886603,1.3128936430353293,0.2161455557865459,False
baja_cierre_4h,sgd_101_moderado,0.58,357,-0.0020439109422504,-0.0013517154837027,0.6734013478578686,-0.6164824309143798,42.57703081232493,0.2689075630252101,0.2134340416009038,1.2949335330643534,0.2504619025064618,False
baja_cierre_4h,histgb_63_moderado,0.46,441,-0.0020473439998059,-0.0013372784703969,0.6784687366958334,-0.7196657553670546,46.79376083188908,0.2176870748299319,0.2352851491426881,1.3038575879510876,0.2526052458186844,False
baja_cierre_4h,sgd_63_sin_pesos,0.19,771,-0.0020521188621558,-0.0019517244179733,0.5852811663234192,-0.8558886897016925,40.79822616407982,0.1463414634146341,0.2210412569135555,1.2739325029706796,0.2359818665598408,False
baja_cierre_4h,histgb_101_moderado,0.41,567,-0.002054427670741,-0.0017348060898948,0.6891514867900765,-0.8236391017878106,43.57142857142857,0.2539682539682539,0.2341322535886603,1.3128936430353293,0.2171786313911217,False
baja_cierre_4h,sgd_63_sin_pesos,0.17,738,-0.0020553485086862,-0.0019795828082133,0.5674078986623886,-0.8276806019784078,39.80582524271845,0.1286407766990291,0.2210412569135555,1.2739325029706796,0.252101134131293,False
baja_cierre_4h,histgb_101_moderado,0.56,205,-0.0020567799022944,-0.0022193134753033,0.7205560336060419,-0.4403430300782318,44.39024390243903,0.2863849765258216,0.2341322535886603,1.3128936430353293,0.2327913689305238,False
baja_cierre_4h,control_v4_63_moderado,0.3,780,-0.0020577318566437,-0.0019550593385938,0.5779095592501357,-0.8466761799747319,40.18369690011481,0.1492537313432835,0.2281181756111706,1.2833197447562892,0.2133873741194693,False
baja_cierre_4h,histgb_63_moderado,0.12,157,-0.0020587788123256,-0.0014232473729643,0.4550406050699668,-0.4872876462545525,38.853503184713375,0.10828025477707,0.2352851491426881,1.3038575879510876,0.3467751193937182,False
baja_cierre_4h,sgd_63_sin_pesos,0.23,645,-0.0020588140533467,-0.0014351201059762,0.6445525030195686,-0.8018824357602341,44.30727023319616,0.1879286694101508,0.2210412569135555,1.2739325029706796,0.2128298433608001,False
baja_cierre_4h,histgb_101_moderado,0.6,104,-0.0020663576905367,-0.0006542383159976,0.714756719014836,-0.3488983223878908,48.07692307692308,0.2836879432624113,0.2341322535886603,1.3128936430353293,0.2233129925786122,False
baja_cierre_4h,histgb_101_moderado,0.22,360,-0.0020720286560965,-0.0013812988579738,0.5452920752817372,-0.715707813978468,40.72164948453608,0.1168384879725085,0.2341322535886603,1.3128936430353293,0.2842367358004145,False
baja_cierre_4h,sgd_101_moderado,0.31,871,-0.0020727704276099,-0.0019877843549475,0.6111273273223642,-0.8539779799475592,39.23337091319053,0.1781285231116121,0.2134340416009038,1.2949335330643534,0.2945086795674813,False
corto_tp070_sl035_240m,histgb_63_moderado,0.69,55,-0.0020789336210688,-0.0045000001080334,0.2460703287817817,-0.1150422715758457,21.818181818181817,0.0909090909090909,0.2546630584100841,1.177292561863839,0.3753609867362666,False
baja_cierre_4h,histgb_63_moderado,0.19,300,-0.002088852521748,-0.0012765779354376,0.5416528398683248,-0.6768300393778168,40.07936507936508,0.1051587301587301,0.2352851491426881,1.3038575879510876,0.2014425035781624,False
baja_cierre_4h,sgd_101_moderado,0.32,873,-0.0020900357516566,-0.0017625253638252,0.6137660987629943,-0.8521012715550532,41.00801832760595,0.1786941580756013,0.2134340416009038,1.2949335330643534,0.2511696354983662,False
baja_cierre_4h,control_v4_63_moderado,0.64,304,-0.0020984124952169,-0.0017274418894667,0.6864496949100539,-0.5259327765694088,42.43421052631579,0.2796052631578947,0.2281181756111706,1.2833197447562892,0.2505015589984634,False
baja_cierre_4h,control_v4_63_moderado,0.23,391,-0.0021043023665211,-0.0015082956340629,0.5354096405841319,-0.6230270269466387,34.015345268542205,0.0767263427109974,0.2281181756111706,1.2833197447562892,0.1934443766831323,False
baja_cierre_4h,histgb_101_moderado,0.54,251,-0.0021056759845089,-0.0021693711858242,0.7466810440340224,-0.505205850014499,43.91143911439114,0.2878228782287823,0.2341322535886603,1.3128936430353293,0.2372944165568538,False
baja_cierre_4h,control_v4_63_moderado,0.59,360,-0.002106241954004,-0.0010874247998581,0.6741440469404099,-0.5544016720303799,44.72222222222222,0.2666666666666666,0.2281181756111706,1.2833197447562892,0.2371433868235909,False
baja_cierre_4h,histgb_63_moderado,0.42,531,-0.0021083720080507,-0.0015630874366033,0.7059327102836336,-0.8050376241128077,45.04373177842565,0.2297551789077213,0.2352851491426881,1.3038575879510876,0.2526056101160975,False
baja_cierre_4h,histgb_101_moderado,0.06,66,-0.0021138653989115,-0.0015210350791458,0.4088730113231222,-0.2745624612297368,33.582089552238806,0.0454545454545454,0.2341322535886603,1.3128936430353293,0.3686668474748563,False
corto_tp070_sl035_240m,sgd_63_sin_pesos,0.45,7,-0.002120346814527,-0.0045000001080334,0.0732443712906862,-0.0939778177567826,14.285714285714285,0.0,0.2349982432323634,1.1220491573392843,0.6063698201502774,False
corto_tp070_sl035_240m,sgd_63_sin_pesos,0.44,7,-0.002120346814527,-0.0045000001080334,0.0732443712906862,-0.097891549011293,14.285714285714285,0.0,0.2349982432323634,1.1220491573392843,0.6063698201502774,False
baja_cierre_4h,histgb_63_moderado,0.43,518,-0.0021246572223024,-0.0017736127299722,0.7122101278268673,-0.8045915661894254,45.05988023952096,0.2297297297297297,0.2352851491426881,1.3038575879510876,0.2199463761080819,False
baja_cierre_4h,sgd_63_sin_pesos,0.2,760,-0.0021313546893051,-0.0024430255396291,0.6020397943634966,-0.852402572091047,40.92105263157895,0.1602209944751381,0.2210412569135555,1.2739325029706796,0.2295034157222004,False
baja_cierre_4h,control_v4_63_moderado,0.63,314,-0.0021344351387089,-0.0016205507961567,0.6744320467857948,-0.5152250756551049,42.99363057324841,0.267515923566879,0.2281181756111706,1.2833197447562892,0.2686339775132015,False
baja_cierre_4h,histgb_101_moderado,0.09,107,-0.0021349493584215,-0.001269809315796,0.48158296433009,-0.4223428972841525,36.75213675213676,0.0598290598290598,0.2341322535886603,1.3128936430353293,0.1936028823289491,False
baja_cierre_4h,control_v4_63_moderado,0.61,339,-0.0021378925445137,-0.0012132905210601,0.6736076929450086,-0.5398702587291568,45.13274336283185,0.2625368731563421,0.2281181756111706,1.2833197447562892,0.2446100376698317,False
baja_cierre_4h,sgd_101_moderado,0.66,243,-0.0021396958463607,-0.0018198950090445,0.6826952199925493,-0.4586881900255707,40.32921810699588,0.2839506172839506,0.2134340416009038,1.2949335330643534,0.1981691266298044,False
baja_cierre_4h,sgd_63_sin_pesos,0.22,694,-0.0021667356555118,-0.0016002618465572,0.6125941097157197,-0.8402677720130305,43.371757925072046,0.1920199501246882,0.2210412569135555,1.2739325029706796,0.2276414864060363,False
