variante,base,variable_macro,pliegue,umbral,es_umbral_base,operaciones,precision,porcentaje_acierto,porcentaje_operaciones_positivas,retorno_neto_medio,retorno_neto_mediano,factor_beneficio,maximo_drawdown,retorno_compuesto
v45_credito,v45,impulso_spread_baa_20s,validacion_2023,0.5,False,38,0.47368421052631576,47.368421052631575,60.526315789473685,0.0028956294008012713,0.00965043581359648,1.3257705106497704,-0.10412507763366097,0.10054171267662593
v45_credito,v45,impulso_spread_baa_20s,validacion_2024,0.4,False,144,0.4166666666666667,41.66666666666667,54.166666666666664,0.002412855951736904,0.001772976809576999,1.303814092808029,-0.12980081401588062,0.3601985177924796
v45_credito,v45,impulso_spread_baa_20s,validacion_2024,0.42,True,127,0.49606299212598426,49.60629921259843,56.69291338582677,0.0036525701672359846,0.0038707816124331504,1.4774651512386747,-0.1570330761399068,0.5322888950863112
v45_credito,v45,impulso_spread_baa_20s,validacion_2024,0.44,False,114,0.5,50.0,56.14035087719298,0.004300755190402182,0.0037116270435668683,1.5879966131907588,-0.12470512882391649,0.5777932669829979
v45_credito,v45,impulso_spread_baa_20s,validacion_2024,0.46,False,98,0.47959183673469385,47.95918367346938,59.183673469387756,0.004788123799751982,0.0060503363295186805,1.7154127003900879,-0.09574306873128591,0.5575642533978145
v45_credito,v45,impulso_spread_baa_20s,validacion_2024,0.48,False,82,0.4878048780487805,48.78048780487805,58.536585365853654,0.0031674785327540306,0.006792130001780806,1.4033705033760837,-0.13636438369651827,0.2676346069203477
v45_credito,v45,impulso_spread_baa_20s,validacion_2024,0.5,False,74,0.5,50.0,62.16216216216216,0.004122892579437169,0.00791619911867747,1.5061361434270082,-0.1321957376741807,0.32423127776302474
v45_vix,v45,impulso_vix_20s,validacion_2023,0.4,False,104,0.4230769230769231,42.30769230769231,67.3076923076923,0.004955489260039079,0.004089378048331206,1.961960164512929,-0.07716363022531836,0.6291244368672744
v45_vix,v45,impulso_vix_20s,validacion_2023,0.42,True,82,0.4634146341463415,46.34146341463415,64.63414634146342,0.0038709551052009397,0.004213631174644573,1.67774082473451,-0.08608648044532241,0.34665444716889193
v45_vix,v45,impulso_vix_20s,validacion_2023,0.44,False,66,0.4696969696969697,46.96969696969697,66.66666666666666,0.00498094688467033,0.006703885680019451,1.7582713368247167,-0.0858727173623689,0.35794227769881437
v45_vix,v45,impulso_vix_20s,validacion_2023,0.46,False,52,0.46153846153846156,46.15384615384615,61.53846153846154,0.002830670415928771,0.006010865311075309,1.3443812409699936,-0.10716493085261003,0.13737384257283214
v45_vix,v45,impulso_vix_20s,validacion_2023,0.48,False,48,0.5,50.0,64.58333333333334,0.0035242312076000787,0.007752196609292161,1.4316371268212387,-0.14623755750724043,0.1641093058163987
v45_vix,v45,impulso_vix_20s,validacion_2023,0.5,False,44,0.4772727272727273,47.72727272727273,61.36363636363637,0.0024927814681197243,0.006210749050296061,1.2854424345863846,-0.1371260111864503,0.09916801987567703
v45_vix,v45,impulso_vix_20s,validacion_2024,0.4,False,159,0.4025157232704403,40.25157232704403,54.088050314465406,0.0027053606822394177,0.0013086138915644483,1.3589342265821596,-0.148917657315216,0.4730284408959353
v45_vix,v45,impulso_vix_20s,validacion_2024,0.42,True,140,0.44285714285714284,44.285714285714285,57.14285714285714,0.003576776141750055,0.0027654826315389744,1.4913677026028367,-0.1079829025835134,0.5852252963290612
v45_vix,v45,impulso_vix_20s,validacion_2024,0.44,False,121,0.48760330578512395,48.760330578512395,56.19834710743802,0.00432345891630591,0.0029325241229062335,1.6354879684583712,-0.1024121255989433,0.6327249486593689
v45_vix,v45,impulso_vix_20s,validacion_2024,0.46,False,105,0.47619047619047616,47.61904761904761,58.0952380952381,0.0026366522063067535,0.0029728485082488607,1.3455508007875627,-0.14246910748203623,0.2813313745466064
v45_vix,v45,impulso_vix_20s,validacion_2024,0.48,False,88,0.48863636363636365,48.86363636363637,55.68181818181818,0.0023677273960986856,0.003123124292481517,1.2844606501216502,-0.18438555755816255,0.19977265565004187
v45_vix,v45,impulso_vix_20s,validacion_2024,0.5,False,80,0.5125,51.24999999999999,60.0,0.004069404074269913,0.0063040714880454604,1.524459375718207,-0.1693289701544365,0.3494470338908373
v45_nasdaq,v45,retorno_nasdaq100_20s,validacion_2023,0.4,False,95,0.43157894736842106,43.15789473684211,65.26315789473685,0.004994000944694793,0.00442879659392459,1.9138579048910616,-0.09266327233012206,0.5642122812594592
v45_nasdaq,v45,retorno_nasdaq100_20s,validacion_2023,0.42,True,79,0.46835443037974683,46.835443037974684,67.08860759493672,0.004078643236076193,0.004773602625491536,1.668105274129468,-0.12243439213720331,0.348918691399448
v45_nasdaq,v45,retorno_nasdaq100_20s,validacion_2023,0.44,False,63,0.5396825396825397,53.96825396825397,66.66666666666666,0.004486842097708855,0.006244635145293277,1.6841597278711915,-0.09602545657292749,0.299569917924972
v45_nasdaq,v45,retorno_nasdaq100_20s,validacion_2023,0.46,False,53,0.5094339622641509,50.943396226415096,60.37735849056604,0.003556716110981674,0.006527077163232976,1.4263632526221133,-0.10470577556797345,0.18384412987558063
v45_nasdaq,v45,retorno_nasdaq100_20s,validacion_2023,0.48,False,46,0.4782608695652174,47.82608695652174,58.69565217391305,0.0022979370832859444,0.006010865311075309,1.260940794044795,-0.13753932576658434,0.09291391427730877
v45_nasdaq,v45,retorno_nasdaq100_20s,validacion_2023,0.5,False,41,0.4878048780487805,48.78048780487805,58.536585365853654,0.002822015564030308,0.006527077163232976,1.3061212846635222,-0.11192512437112123,0.10388646929278944
v45_nasdaq,v45,retorno_nasdaq100_20s,validacion_2024,0.4,False,156,0.4423076923076923,44.230769230769226,57.05128205128205,0.0032397595392888454,0.002850288070296304,1.43242577455754,-0.11776792774872347,0.5884463491815413
v45_nasdaq,v45,retorno_nasdaq100_20s,validacion_2024,0.42,True,139,0.45323741007194246,45.32374100719424,58.27338129496403,0.0043711997306057964,0.004149854010419563,1.6192638111795645,-0.0937366708833014,0.7676326579079744
v45_nasdaq,v45,retorno_nasdaq100_20s,validacion_2024,0.44,False,119,0.5042016806722689,50.42016806722689,57.98319327731093,0.004166571910339538,0.0029325241229062335,1.5935408914874702,-0.116271498959715,0.5879993985098493
v45_nasdaq,v45,retorno_nasdaq100_20s,validacion_2024,0.46,False,103,0.46601941747572817,46.601941747572816,57.28155339805825,0.0036703631979839273,0.0032734000767141733,1.5021299009646218,-0.12603773823460684,0.4180346813431737
v45_nasdaq,v45,retorno_nasdaq100_20s,validacion_2024,0.48,False,87,0.5057471264367817,50.57471264367817,58.620689655172406,0.0035131921660444985,0.004986099919419674,1.4519202853384607,-0.15406570626189686,0.32243411069963
v45_nasdaq,v45,retorno_nasdaq100_20s,validacion_2024,0.5,False,75,0.49333333333333335,49.333333333333336,57.333333333333336,0.0030181951755623806,0.004986099919419674,1.362920178928261,-0.15031648234562534,0.22498292956433685
v45_reservas_fed,v45,impulso_reservas_fed_4s,validacion_2023,0.4,False,115,0.4260869565217391,42.608695652173914,62.60869565217392,0.004593173421487166,0.004240687801707722,1.8473960231432767,-0.07174744639526986,0.6468912677155643
v45_reservas_fed,v45,impulso_reservas_fed_4s,validacion_2023,0.42,True,95,0.45263157894736844,45.26315789473684,64.21052631578948,0.004063689690102397,0.004156322255689849,1.7167703191055448,-0.07622050960896931,0.43515027654662153
v45_reservas_fed,v45,impulso_reservas_fed_4s,validacion_2023,0.44,False,76,0.5,50.0,68.42105263157895,0.0059599851315396205,0.006136422102097972,2.075834229531771,-0.07256705888112736,0.5380736877847296
v45_reservas_fed,v45,impulso_reservas_fed_4s,validacion_2023,0.46,False,72,0.5416666666666666,54.166666666666664,69.44444444444444,0.006593493116806505,0.0070173871389398465,2.1539737583391387,-0.07480015602912682,0.5711201080836881
v45_reservas_fed,v45,impulso_reservas_fed_4s,validacion_2023,0.48,False,59,0.4745762711864407,47.45762711864407,64.40677966101694,0.003696634147240296,0.006008276780356981,1.5325289248922898,-0.12918007327255387,0.22080404814407162
v45_reservas_fed,v45,impulso_reservas_fed_4s,validacion_2023,0.5,False,55,0.4727272727272727,47.27272727272727,60.0,0.003700309912570554,0.007641485236190238,1.4846760378070747,-0.11955355931280398,0.20290523985194486
v45_reservas_fed,v45,impulso_reservas_fed_4s,validacion_2024,0.4,False,143,0.43356643356643354,43.35664335664335,56.64335664335665,0.003618362881562947,0.003345603309984236,1.478226608710552,-0.11710270189821181,0.6129097319812005
v45_reservas_fed,v45,impulso_reservas_fed_4s,validacion_2024,0.42,True,124,0.46774193548387094,46.774193548387096,54.83870967741935,0.00399120193706178,0.0033850524323338913,1.5509217871629217,-0.18123366879891445,0.5834703581602882
v45_reservas_fed,v45,impulso_reservas_fed_4s,validacion_2024,0.44,False,106,0.4716981132075472,47.16981132075472,57.54716981132076,0.004536510836040426,0.004368912075873089,1.62724057658126,-0.11952319997856531,0.5670405421457363
v45_reservas_fed,v45,impulso_reservas_fed_4s,validacion_2024,0.46,False,97,0.4948453608247423,49.48453608247423,58.76288659793815,0.004300318873483532,0.003901366203496016,1.5779470175204169,-0.1436572702966027,0.47291984754282246
v45_reservas_fed,v45,impulso_reservas_fed_4s,validacion_2024,0.48,False,78,0.5,50.0,60.256410256410255,0.004464658966889994,0.00710458624378807,1.5826287482262444,-0.1466804926808617,0.38086264058594965
v45_reservas_fed,v45,impulso_reservas_fed_4s,validacion_2024,0.5,False,67,0.4626865671641791,46.26865671641791,62.68656716417911,0.004645760420296832,0.007879377758003625,1.5646695753823752,-0.11237804487686509,0.33207508499971894
